VFID4311,50.0,-5.835829284394265,17.054024405917694,10.47284896157322,54188668.0,-13.440549373051574,4.296339404088304
VFID4469,9.486832618713379,-6.274625879608968,16.99468462231557,11.122224079096402,20505386.0,-11.605065231674136,4.011115208111628
VFID4619,17.66530990600586,-6.35387719038935,16.911698949228295,10.492932821544604,48592896.0,-16.886146879785912,3.8106451543815525
VFID5047,17.66530990600586,-4.8410956155619695,12.917983702431586,5.034754075337137,8233022.0,-14.914286796055944,1.4378729052924988
VFID5133,15.0,-5.178600660071504,13.038629730659835,5.59438898760743,0.0,-8.173275256865448,1.3583225253876747
VFID5160,14.897769927978516,-5.958781614255341,14.127853454564175,7.458027614917173,202071888.0,-17.087396306848188,1.8041160003549845
VFID5170,77.11186981201172,-5.352624872093282,12.648233611465612,6.704949439138728,3366964224.0,-20.005411824856417,1.4968672812423838
VFID5255,19.083843231201172,-4.761498068738136,11.362028093762435,5.1185788251223,6072154.5,-13.981861161023854,1.5873912765098612
VFID5296,17.550525665283203,-5.408849212242775,13.634670706774065,4.482196864516546,0.0,-14.421927285576096,1.5542431256953075
VFID5319,56.12046432495117,-5.920427961306905,14.37794919706251,5.372826563555332,651216640.0,-18.33017402047468,2.004799446459678
VFID5334,8.377631187438965,-6.379487644684369,14.289391220841663,7.339017520614122,7922000.5,-14.089215582044883,1.6311731584469633
VFID5347,8.281733512878418,-7.5577382231053125,15.811900577115589,10.222996513678432,36392200.0,-15.387156128255178,2.163062579861179
VFID5409,30.0,-5.329643255544221,13.55590761237763,3.274642446976965,21296142.0,-14.769062046422125,1.634917723012196
VFID5413,56.50947189331055,-7.0189452921518285,15.135549088356703,7.970436477442147,7010980352.0,-15.03630722175425,2.0150372129858773
VFID5461,75.53031158447266,-6.746309476796126,13.855475924143017,8.400472409396734,316501792.0,-17.38552459395813,1.2524275511412888
VFID5475,11.458328247070312,-7.1932796224999604,14.899807571886313,8.652337674309665,43111888.0,-16.2910211369881,1.6800353037615277
VFID5500,102.83033752441406,-4.586586237115564,11.448627872704872,2.6702479035914335,0.0,-18.73000568711614,1.2721001804150893
