17.31903004,-10.94040605,11.04421385,96.68779998,222.5358628,2.430784625
17.22475465,-10.90959432,11.0566395,96.68779998,222.687055,2.413063551
17.13168682,-10.87791683,11.06687714,96.30685887,222.8330951,2.396929191
17.03981455,-10.84538558,11.07493879,95.90295104,222.9739805,2.382368126
16.94912585,-10.81201258,11.08083643,95.47350842,223.1097084,2.369366806
16.85960871,-10.77780983,11.08458208,95.01554893,223.2402752,2.357911555
16.77125114,-10.74278932,11.08618773,94.52559069,223.3656768,2.347988577
16.68404113,-10.70696306,11.08566537,93.99954407,223.4859085,2.339583969
16.59796669,-10.67034304,11.08302702,93.43257488,223.600965,2.33268372
16.51301581,-10.63294127,11.07828466,92.81892939,223.7108402,2.327273719
16.4291765,-10.59476974,11.07145031,92.15170832,223.8155273,2.323339761
16.34643675,-10.55584047,11.06253595,91.42257197,223.915019,2.320867549
16.26478456,-10.51616543,11.0515536,90.62135111,224.0093067,2.319842693
16.18420794,-10.47575664,11.03851525,89.73552773,224.0983813,2.320250719
16.10469488,-10.4346261,11.02343289,88.74953306,224.1822329,2.322077064
16.02623339,-10.39278581,11.00631854,87.64378625,224.2608503,2.325307079
15.94881146,-10.35024775,10.98718418,86.39335943,224.3342217,2.329926027
15.8724171,-10.30702395,10.96604183,84.96609732,224.4023343,2.335919082
15.7970383,-10.26312639,10.94290348,83.31993044,224.4651739,2.343271328
15.72266307,-10.21856708,10.91778112,81.3989843,224.5227258,2.351967754
15.6492794,-10.17335801,10.89068677,79.12788255,224.5749737,2.361993252
15.57687529,-10.12751119,10.86163241,76.40336007,224.6219006,2.37333261
15.50543875,-10.08103861,10.83063006,73.08199884,224.663488,2.385970509
15.43495778,-10.03395228,10.7976917,68.96289731,224.6997164,2.399891517
15.36542036,-9.986264196,10.76282935,63.76562241,224.730565,2.415080078
15.29681452,-9.937986357,10.726055,57.11083456,224.7560119,2.431520509
15.22912823,-9.889130763,10.68738064,48.53366736,224.7760336,2.449196989
15.16234952,-9.839709416,10.64681829,37.61166492,224.7906056,2.468093548
15.09646636,-9.789734314,10.60437993,24.32833724,224.7997019,2.488194062
15.03146677,-9.739217458,10.56007758,9.571516369,224.8032951,2.509482234
14.96733875,-9.688170847,10.51392322,175.0711153,224.8013564,2.53194159
14.90407029,-9.636606483,10.46592887,162.3938793,224.7938556,2.55555546
14.84164939,-9.584536364,10.41610652,152.1425347,224.7807608,2.580306967
14.78006406,-9.53197249,10.36446816,144.1367765,224.762039,2.606179012
14.71930229,-9.478926863,10.31102581,137.9179025,224.7376553,2.633154257
14.65935209,-9.425411481,10.25579145,133.0389768,224.7075734,2.661215111
14.60020145,-9.371438345,10.1987771,129.1490144,224.6717552,2.69034371
14.54183838,-9.317019455,10.13999474,125.9919022,224.6301613,2.720521899
14.48425087,-9.26216681,10.07945639,123.3846813,224.5827503,2.751731215
